district,address,title,house_type,area,price,floor,build_time,district_id,update_time,view_num,extra_info,link
朝阳区,朝阳区91号院18号楼6单元42室,四室两厅 朝阳区优质房源,一室一厅,194.0,1258.73,15层/共11层,1994年,1001,2025-10-24 21:48:37,1837,学区房,https://example.com/house/11172
昌平区,昌平区31号院23号楼13单元33室,两室两厅 昌平区优质房源,两室一厅,138.1,222.6,26层/共13层,2002年,1006,2025-11-19 21:48:37,1995,学区房,https://example.com/house/11173
顺义区,顺义区64号院6号楼17单元49室,两室两厅 顺义区优质房源,四室两厅,75.1,760.65,1层/共12层,2012年,1007,2025-08-31 21:48:37,3336,精装修,https://example.com/house/11174
朝阳区,朝阳区34号院1号楼14单元84室,三室一厅 朝阳区优质房源,四室两厅,158.9,349.51,4层/共21层,2019年,1001,2025-04-22 21:48:37,1706,电梯房,https://example.com/house/11175
东城区,东城区74号院2号楼4单元17室,三室一厅 东城区优质房源,两室两厅,85.0,640.4,5层/共29层,2015年,1005,2025-07-12 21:48:37,3925,南北通透,https://example.com/house/11176
顺义区,顺义区3号院24号楼10单元7室,一室一厅 顺义区优质房源,两室一厅,78.5,309.24,6层/共12层,1995年,1007,2025-07-26 21:48:37,4474,学区房,https://example.com/house/11177
海淀区,海淀区42号院17号楼10单元92室,三室两厅 海淀区优质房源,三室一厅,78.5,467.28,1层/共16层,1992年,1002,2025-08-06 21:48:37,3335,近地铁,https://example.com/house/11178
朝阳区,朝阳区60号院12号楼14单元36室,两室一厅 朝阳区优质房源,一室一厅,128.4,498.25,26层/共25层,1995年,1001,2025-12-29 21:48:37,1756,精装修,https://example.com/house/11179
朝阳区,朝阳区48号院24号楼8单元16室,四室两厅 朝阳区优质房源,三室两厅,179.8,385.04,25层/共24层,2017年,1001,2025-07-03 21:48:37,3597,南北通透,https://example.com/house/11180
丰台区,丰台区67号院28号楼6单元90室,两室一厅 丰台区优质房源,两室两厅,65.2,1284.96,24层/共30层,2006年,1003,2026-03-10 21:48:37,2111,近地铁,https://example.com/house/11181
昌平区,昌平区22号院21号楼12单元14室,四室两厅 昌平区优质房源,两室两厅,147.9,244.59,16层/共10层,1990年,1006,2025-05-30 21:48:37,2542,精装修,https://example.com/house/11182
昌平区,昌平区24号院29号楼18单元60室,一室一厅 昌平区优质房源,两室一厅,147.4,1022.69,22层/共10层,2015年,1006,2025-06-13 21:48:37,2489,电梯房,https://example.com/house/11183
东城区,东城区86号院29号楼15单元53室,四室两厅 东城区优质房源,四室两厅,127.3,489.86,26层/共12层,1995年,1005,2025-08-09 21:48:37,2552,近地铁,https://example.com/house/11184
顺义区,顺义区63号院10号楼9单元29室,一室一厅 顺义区优质房源,四室两厅,58.9,1465.48,27层/共21层,2016年,1007,2025-08-26 21:48:37,3662,电梯房,https://example.com/house/11185
丰台区,丰台区43号院10号楼11单元15室,三室一厅 丰台区优质房源,四室两厅,129.8,935.4,24层/共15层,2020年,1003,2025-04-16 21:48:37,1445,带车位,https://example.com/house/11186
西城区,西城区31号院1号楼4单元78室,四室两厅 西城区优质房源,四室两厅,178.7,347.24,30层/共27层,2005年,1004,2025-11-07 21:48:37,4281,带车位,https://example.com/house/11187
朝阳区,朝阳区67号院23号楼14单元41室,两室一厅 朝阳区优质房源,两室两厅,157.7,732.29,28层/共33层,1995年,1001,2025-07-11 21:48:37,505,学区房,https://example.com/house/11188
海淀区,海淀区1号院13号楼13单元38室,两室两厅 海淀区优质房源,两室一厅,140.7,1416.21,28层/共12层,2012年,1002,2026-02-14 21:48:37,3803,精装修,https://example.com/house/11189
朝阳区,朝阳区19号院1号楼14单元72室,三室一厅 朝阳区优质房源,三室一厅,96.0,781.59,8层/共26层,2010年,1001,2025-03-23 21:48:37,742,学区房,https://example.com/house/11190
丰台区,丰台区26号院19号楼20单元46室,三室两厅 丰台区优质房源,两室两厅,86.2,871.06,25层/共23层,1991年,1003,2025-10-28 21:48:37,1461,南北通透,https://example.com/house/11191
昌平区,昌平区31号院24号楼20单元6室,三室一厅 昌平区优质房源,三室两厅,104.6,1216.67,16层/共17层,2016年,1006,2025-12-09 21:48:37,4226,南北通透,https://example.com/house/11192
顺义区,顺义区69号院29号楼17单元93室,三室两厅 顺义区优质房源,四室两厅,189.0,1121.06,25层/共31层,1998年,1007,2025-03-18 21:48:37,50,近地铁,https://example.com/house/11193
昌平区,昌平区29号院3号楼6单元41室,两室两厅 昌平区优质房源,四室两厅,191.0,641.8,28层/共25层,2004年,1006,2026-02-10 21:48:37,4894,精装修,https://example.com/house/11194
西城区,西城区83号院29号楼10单元45室,两室一厅 西城区优质房源,四室两厅,74.9,1060.88,3层/共13层,1998年,1004,2025-03-15 21:48:37,2380,带车位,https://example.com/house/11195
丰台区,丰台区36号院10号楼14单元68室,三室两厅 丰台区优质房源,两室两厅,121.3,1255.74,32层/共29层,2018年,1003,2026-02-01 21:48:37,4975,近地铁,https://example.com/house/11196
海淀区,海淀区72号院3号楼1单元59室,两室两厅 海淀区优质房源,两室一厅,171.9,783.29,16层/共14层,1995年,1002,2025-12-18 21:48:37,4122,电梯房,https://example.com/house/11197
海淀区,海淀区72号院28号楼17单元6室,三室两厅 海淀区优质房源,两室一厅,145.4,563.83,17层/共20层,1999年,1002,2025-11-20 21:48:37,1922,南北通透,https://example.com/house/11198
顺义区,顺义区15号院18号楼11单元78室,两室两厅 顺义区优质房源,四室两厅,169.4,1405.72,14层/共10层,2000年,1007,2025-10-26 21:48:37,4262,带车位,https://example.com/house/11199
海淀区,海淀区94号院11号楼17单元59室,两室一厅 海淀区优质房源,两室两厅,184.7,1487.02,29层/共29层,1993年,1002,2025-07-13 21:48:37,2704,近地铁,https://example.com/house/11200
朝阳区,朝阳区88号院12号楼12单元88室,四室两厅 朝阳区优质房源,一室一厅,51.9,578.66,26层/共15层,2006年,1001,2025-05-03 21:48:37,3773,近地铁,https://example.com/house/11201
顺义区,顺义区27号院27号楼13单元1室,一室一厅 顺义区优质房源,两室一厅,133.1,740.09,24层/共30层,1997年,1007,2026-01-19 21:48:37,217,精装修,https://example.com/house/11202
东城区,东城区35号院23号楼11单元13室,两室一厅 东城区优质房源,三室一厅,70.3,589.73,32层/共14层,1992年,1005,2026-01-25 21:48:37,1747,电梯房,https://example.com/house/11203
东城区,东城区9号院25号楼18单元32室,一室一厅 东城区优质房源,三室两厅,95.0,1146.47,19层/共30层,2014年,1005,2025-03-23 21:48:37,4199,精装修,https://example.com/house/11204
丰台区,丰台区98号院16号楼17单元58室,两室一厅 丰台区优质房源,两室两厅,136.7,575.76,1层/共24层,2015年,1003,2025-10-29 21:48:37,2536,学区房,https://example.com/house/11205
顺义区,顺义区27号院26号楼4单元7室,三室一厅 顺义区优质房源,两室一厅,148.0,235.32,4层/共17层,2017年,1007,2026-02-01 21:48:37,2530,近地铁,https://example.com/house/11206
朝阳区,朝阳区87号院4号楼8单元35室,一室一厅 朝阳区优质房源,两室一厅,157.8,1029.87,24层/共23层,1998年,1001,2025-08-19 21:48:37,470,带车位,https://example.com/house/11207
顺义区,顺义区27号院27号楼15单元55室,三室一厅 顺义区优质房源,三室两厅,145.3,869.55,33层/共26层,2015年,1007,2025-08-07 21:48:37,4218,精装修,https://example.com/house/11208
西城区,西城区91号院10号楼2单元28室,两室一厅 西城区优质房源,一室一厅,129.4,542.14,7层/共12层,2000年,1004,2025-09-18 21:48:37,3160,带车位,https://example.com/house/11209
昌平区,昌平区49号院7号楼16单元99室,三室两厅 昌平区优质房源,一室一厅,155.3,890.8,11层/共28层,2019年,1006,2025-09-09 21:48:37,3192,学区房,https://example.com/house/11210
海淀区,海淀区79号院1号楼16单元34室,两室一厅 海淀区优质房源,三室一厅,78.3,807.47,16层/共29层,2013年,1002,2025-12-14 21:48:37,124,学区房,https://example.com/house/11211
顺义区,顺义区51号院6号楼14单元66室,三室两厅 顺义区优质房源,三室两厅,161.2,1161.75,24层/共22层,2016年,1007,2025-11-08 21:48:37,2676,精装修,https://example.com/house/11212
海淀区,海淀区38号院14号楼3单元89室,两室一厅 海淀区优质房源,四室两厅,113.9,861.69,6层/共18层,2009年,1002,2026-01-27 21:48:37,4028,精装修,https://example.com/house/11213
西城区,西城区2号院12号楼11单元63室,三室两厅 西城区优质房源,两室一厅,67.5,310.83,19层/共18层,2011年,1004,2025-05-24 21:48:37,3848,南北通透,https://example.com/house/11214
昌平区,昌平区73号院21号楼1单元41室,两室一厅 昌平区优质房源,一室一厅,166.5,838.72,15层/共19层,1990年,1006,2025-09-14 21:48:37,3646,近地铁,https://example.com/house/11215
朝阳区,朝阳区84号院5号楼18单元80室,三室一厅 朝阳区优质房源,四室两厅,84.2,657.43,18层/共31层,2015年,1001,2025-06-19 21:48:37,4632,学区房,https://example.com/house/11216
东城区,东城区21号院16号楼18单元29室,三室两厅 东城区优质房源,四室两厅,198.3,1138.3,20层/共15层,1991年,1005,2025-06-30 21:48:37,4469,近地铁,https://example.com/house/11217
朝阳区,朝阳区54号院13号楼1单元56室,四室两厅 朝阳区优质房源,一室一厅,63.7,813.38,17层/共22层,1992年,1001,2025-06-11 21:48:37,2641,带车位,https://example.com/house/11218
东城区,东城区44号院14号楼16单元34室,三室一厅 东城区优质房源,三室一厅,149.8,1376.76,17层/共26层,2009年,1005,2025-09-19 21:48:37,3842,学区房,https://example.com/house/11219
西城区,西城区89号院30号楼13单元9室,四室两厅 西城区优质房源,两室一厅,53.2,525.18,16层/共20层,2015年,1004,2025-07-26 21:48:37,1254,精装修,https://example.com/house/11220
昌平区,昌平区72号院4号楼20单元74室,一室一厅 昌平区优质房源,一室一厅,87.8,988.61,29层/共28层,1994年,1006,2026-01-19 21:48:37,607,精装修,https://example.com/house/11221
顺义区,顺义区64号院12号楼8单元38室,两室一厅 顺义区优质房源,三室一厅,83.4,298.64,7层/共33层,2015年,1007,2025-06-20 21:48:37,869,精装修,https://example.com/house/11222
丰台区,丰台区46号院30号楼12单元43室,一室一厅 丰台区优质房源,两室一厅,85.9,1210.85,16层/共25层,2006年,1003,2025-08-18 21:48:37,4592,南北通透,https://example.com/house/11223
丰台区,丰台区65号院24号楼12单元41室,三室一厅 丰台区优质房源,一室一厅,175.8,499.62,3层/共22层,1993年,1003,2025-03-30 21:48:37,2733,带车位,https://example.com/house/11224
昌平区,昌平区33号院5号楼16单元43室,两室一厅 昌平区优质房源,两室一厅,140.9,480.71,25层/共14层,2010年,1006,2025-12-16 21:48:37,3089,学区房,https://example.com/house/11225
朝阳区,朝阳区52号院11号楼7单元45室,两室两厅 朝阳区优质房源,两室两厅,178.5,548.8,20层/共25层,2001年,1001,2025-08-19 21:48:37,2408,电梯房,https://example.com/house/11226
顺义区,顺义区46号院29号楼17单元83室,一室一厅 顺义区优质房源,两室一厅,143.5,606.18,6层/共24层,2014年,1007,2025-06-29 21:48:37,130,精装修,https://example.com/house/11227
昌平区,昌平区32号院15号楼15单元75室,两室一厅 昌平区优质房源,四室两厅,151.3,661.89,10层/共31层,2012年,1006,2025-11-07 21:48:37,3877,电梯房,https://example.com/house/11228
海淀区,海淀区70号院1号楼7单元36室,三室一厅 海淀区优质房源,三室两厅,103.7,1139.28,10层/共19层,1998年,1002,2025-07-10 21:48:37,904,精装修,https://example.com/house/11229
丰台区,丰台区76号院8号楼17单元1室,一室一厅 丰台区优质房源,四室两厅,126.6,1241.15,11层/共32层,2019年,1003,2025-06-03 21:48:37,962,近地铁,https://example.com/house/11230
海淀区,海淀区76号院18号楼8单元91室,一室一厅 海淀区优质房源,两室一厅,118.8,790.59,23层/共23层,2004年,1002,2025-04-01 21:48:37,734,南北通透,https://example.com/house/11231
东城区,东城区10号院5号楼5单元66室,四室两厅 东城区优质房源,三室两厅,176.1,235.09,3层/共16层,2009年,1005,2025-12-10 21:48:37,3331,电梯房,https://example.com/house/11232
西城区,西城区25号院23号楼8单元82室,三室两厅 西城区优质房源,四室两厅,177.8,958.13,16层/共10层,1995年,1004,2026-01-30 21:48:37,562,电梯房,https://example.com/house/11233
海淀区,海淀区69号院29号楼13单元82室,两室两厅 海淀区优质房源,三室一厅,147.5,861.33,28层/共32层,2000年,1002,2025-12-08 21:48:37,4974,南北通透,https://example.com/house/11234
海淀区,海淀区51号院1号楼3单元96室,一室一厅 海淀区优质房源,三室一厅,97.6,1145.4,29层/共25层,2015年,1002,2025-09-15 21:48:37,2686,带车位,https://example.com/house/11235
西城区,西城区23号院4号楼11单元24室,三室两厅 西城区优质房源,两室一厅,113.9,886.0,3层/共16层,2015年,1004,2025-12-25 21:48:37,249,南北通透,https://example.com/house/11236
丰台区,丰台区55号院1号楼10单元6室,四室两厅 丰台区优质房源,一室一厅,192.9,607.11,28层/共28层,1993年,1003,2025-07-24 21:48:37,3624,南北通透,https://example.com/house/11237
昌平区,昌平区19号院5号楼14单元97室,两室一厅 昌平区优质房源,两室两厅,200.0,281.84,11层/共23层,1996年,1006,2025-11-22 21:48:37,3797,学区房,https://example.com/house/11238
西城区,西城区74号院11号楼10单元35室,两室两厅 西城区优质房源,三室两厅,149.2,520.89,22层/共16层,1992年,1004,2026-01-26 21:48:37,253,电梯房,https://example.com/house/11239
西城区,西城区47号院9号楼20单元97室,两室一厅 西城区优质房源,三室一厅,130.3,967.15,25层/共15层,1992年,1004,2025-07-22 21:48:37,3100,带车位,https://example.com/house/11240
东城区,东城区74号院3号楼19单元82室,四室两厅 东城区优质房源,两室一厅,125.5,740.75,10层/共16层,2017年,1005,2025-04-11 21:48:37,3647,电梯房,https://example.com/house/11241
顺义区,顺义区57号院17号楼20单元32室,三室一厅 顺义区优质房源,三室两厅,134.2,1208.55,10层/共12层,2016年,1007,2025-09-21 21:48:37,689,南北通透,https://example.com/house/11242
昌平区,昌平区35号院20号楼18单元1室,两室一厅 昌平区优质房源,三室一厅,190.9,504.06,22层/共13层,1990年,1006,2025-03-26 21:48:37,3392,学区房,https://example.com/house/11243
昌平区,昌平区80号院4号楼11单元11室,三室两厅 昌平区优质房源,两室两厅,89.1,516.51,10层/共33层,1993年,1006,2026-01-18 21:48:37,1871,近地铁,https://example.com/house/11244
海淀区,海淀区12号院30号楼9单元66室,三室一厅 海淀区优质房源,三室两厅,52.7,952.48,7层/共16层,2004年,1002,2025-04-02 21:48:37,21,带车位,https://example.com/house/11245
海淀区,海淀区52号院24号楼3单元30室,四室两厅 海淀区优质房源,三室一厅,151.6,416.38,3层/共25层,1997年,1002,2025-04-17 21:48:37,4471,带车位,https://example.com/house/11246
朝阳区,朝阳区99号院5号楼18单元17室,三室两厅 朝阳区优质房源,三室两厅,54.2,533.42,11层/共11层,1994年,1001,2025-08-27 21:48:37,4644,学区房,https://example.com/house/11247
顺义区,顺义区27号院1号楼10单元87室,三室一厅 顺义区优质房源,四室两厅,162.8,703.17,3层/共32层,1990年,1007,2025-09-03 21:48:37,1075,电梯房,https://example.com/house/11248
昌平区,昌平区18号院22号楼14单元32室,四室两厅 昌平区优质房源,四室两厅,64.1,434.92,15层/共10层,2019年,1006,2025-08-21 21:48:37,3968,带车位,https://example.com/house/11249
朝阳区,朝阳区97号院26号楼20单元45室,四室两厅 朝阳区优质房源,三室一厅,183.9,512.52,25层/共12层,2005年,1001,2025-10-05 21:48:37,4723,近地铁,https://example.com/house/11250
丰台区,丰台区59号院12号楼18单元54室,一室一厅 丰台区优质房源,三室两厅,138.9,291.22,5层/共27层,2001年,1003,2026-02-13 21:48:37,1948,精装修,https://example.com/house/11251
海淀区,海淀区58号院2号楼11单元73室,三室两厅 海淀区优质房源,两室两厅,135.6,1116.9,22层/共17层,1992年,1002,2025-11-17 21:48:37,128,精装修,https://example.com/house/11252
东城区,东城区43号院5号楼18单元44室,一室一厅 东城区优质房源,三室两厅,141.3,742.39,23层/共27层,2019年,1005,2025-08-02 21:48:37,1288,近地铁,https://example.com/house/11253
顺义区,顺义区11号院26号楼12单元79室,三室两厅 顺义区优质房源,四室两厅,56.4,1234.39,5层/共12层,2000年,1007,2025-06-20 21:48:37,2983,近地铁,https://example.com/house/11254
朝阳区,朝阳区67号院29号楼17单元53室,两室一厅 朝阳区优质房源,一室一厅,139.1,285.35,16层/共11层,2015年,1001,2026-01-03 21:48:37,3827,近地铁,https://example.com/house/11255
东城区,东城区90号院17号楼12单元20室,一室一厅 东城区优质房源,三室两厅,117.9,1074.16,15层/共21层,2011年,1005,2025-11-28 21:48:37,522,近地铁,https://example.com/house/11256
顺义区,顺义区56号院5号楼12单元18室,三室一厅 顺义区优质房源,三室两厅,110.5,1067.7,9层/共28层,1992年,1007,2025-04-12 21:48:37,4981,近地铁,https://example.com/house/11257
朝阳区,朝阳区67号院5号楼8单元44室,三室一厅 朝阳区优质房源,两室一厅,136.7,915.52,3层/共24层,1990年,1001,2026-03-06 21:48:37,322,电梯房,https://example.com/house/11258
海淀区,海淀区65号院10号楼8单元92室,一室一厅 海淀区优质房源,两室一厅,198.5,631.84,19层/共10层,2010年,1002,2025-12-30 21:48:37,2661,电梯房,https://example.com/house/11259
昌平区,昌平区39号院13号楼15单元83室,三室一厅 昌平区优质房源,四室两厅,137.5,1023.33,25层/共20层,2018年,1006,2025-11-07 21:48:37,3689,近地铁,https://example.com/house/11260
昌平区,昌平区34号院8号楼8单元6室,一室一厅 昌平区优质房源,一室一厅,183.6,1489.63,5层/共25层,2005年,1006,2025-07-31 21:48:37,100,带车位,https://example.com/house/11261
昌平区,昌平区82号院9号楼4单元79室,三室一厅 昌平区优质房源,两室一厅,152.9,756.87,28层/共23层,2016年,1006,2026-01-24 21:48:37,1339,近地铁,https://example.com/house/11262
东城区,东城区90号院4号楼19单元24室,两室一厅 东城区优质房源,两室两厅,117.1,552.56,12层/共22层,2002年,1005,2026-03-03 21:48:37,2463,学区房,https://example.com/house/11263
东城区,东城区24号院27号楼8单元76室,两室两厅 东城区优质房源,两室两厅,86.5,738.78,21层/共19层,2015年,1005,2025-09-18 21:48:37,2329,精装修,https://example.com/house/11264
海淀区,海淀区56号院13号楼1单元52室,一室一厅 海淀区优质房源,四室两厅,192.0,1178.62,29层/共21层,1990年,1002,2025-04-29 21:48:37,2056,学区房,https://example.com/house/11265
顺义区,顺义区92号院16号楼9单元84室,一室一厅 顺义区优质房源,一室一厅,173.5,1149.07,11层/共24层,1990年,1007,2025-09-15 21:48:37,4729,学区房,https://example.com/house/11266
丰台区,丰台区24号院23号楼10单元84室,两室一厅 丰台区优质房源,三室两厅,107.5,668.76,31层/共18层,2001年,1003,2025-05-18 21:48:37,1566,电梯房,https://example.com/house/11267
顺义区,顺义区45号院9号楼5单元44室,三室一厅 顺义区优质房源,三室两厅,84.6,376.78,4层/共14层,1990年,1007,2025-03-14 21:48:37,999,南北通透,https://example.com/house/11268
东城区,东城区78号院10号楼16单元4室,三室一厅 东城区优质房源,四室两厅,167.2,980.37,20层/共16层,2004年,1005,2025-11-03 21:48:37,1074,学区房,https://example.com/house/11269
西城区,西城区49号院9号楼6单元90室,四室两厅 西城区优质房源,四室两厅,109.0,1259.01,18层/共29层,2011年,1004,2025-11-08 21:48:37,1674,精装修,https://example.com/house/11270
朝阳区,朝阳区87号院12号楼12单元11室,两室一厅 朝阳区优质房源,四室两厅,114.0,718.17,15层/共25层,2019年,1001,2025-12-08 21:48:37,368,南北通透,https://example.com/house/11271
西城区,西城区55号院6号楼19单元66室,三室一厅 西城区优质房源,四室两厅,103.0,871.15,17层/共30层,2002年,1004,2025-12-22 21:48:37,3984,南北通透,https://example.com/house/11272
昌平区,昌平区13号院21号楼20单元16室,四室两厅 昌平区优质房源,两室一厅,64.8,1276.61,16层/共23层,2012年,1006,2025-10-05 21:48:37,1838,电梯房,https://example.com/house/11273
顺义区,顺义区47号院19号楼20单元73室,两室两厅 顺义区优质房源,四室两厅,56.8,658.8,23层/共19层,1990年,1007,2025-12-17 21:48:37,1345,精装修,https://example.com/house/11274
昌平区,昌平区72号院12号楼10单元39室,四室两厅 昌平区优质房源,三室一厅,65.2,848.87,30层/共29层,2011年,1006,2025-11-23 21:48:37,1490,南北通透,https://example.com/house/11275
西城区,西城区38号院28号楼3单元27室,两室两厅 西城区优质房源,三室两厅,140.1,1410.83,28层/共33层,2008年,1004,2025-06-22 21:48:37,258,学区房,https://example.com/house/11276
丰台区,丰台区64号院26号楼8单元50室,一室一厅 丰台区优质房源,两室两厅,131.5,1497.73,3层/共23层,2017年,1003,2026-02-11 21:48:37,128,南北通透,https://example.com/house/11277
东城区,东城区9号院29号楼4单元46室,四室两厅 东城区优质房源,三室一厅,190.1,860.7,11层/共31层,2008年,1005,2025-04-27 21:48:37,4752,精装修,https://example.com/house/11278
海淀区,海淀区10号院26号楼6单元85室,四室两厅 海淀区优质房源,三室两厅,94.7,720.79,8层/共25层,2016年,1002,2025-07-08 21:48:37,1311,南北通透,https://example.com/house/11279
丰台区,丰台区91号院19号楼11单元61室,三室两厅 丰台区优质房源,四室两厅,61.9,1167.18,25层/共28层,1996年,1003,2025-03-29 21:48:37,484,学区房,https://example.com/house/11280
海淀区,海淀区83号院23号楼17单元68室,一室一厅 海淀区优质房源,两室两厅,55.5,1222.29,13层/共33层,2007年,1002,2025-08-13 21:48:37,911,南北通透,https://example.com/house/11281
顺义区,顺义区97号院24号楼18单元83室,两室一厅 顺义区优质房源,两室两厅,106.0,1376.78,23层/共19层,2016年,1007,2025-08-28 21:48:37,2707,近地铁,https://example.com/house/11282
东城区,东城区48号院26号楼12单元4室,四室两厅 东城区优质房源,三室两厅,59.8,1085.17,33层/共15层,2020年,1005,2025-08-12 21:48:37,3333,电梯房,https://example.com/house/11283
顺义区,顺义区13号院17号楼19单元74室,三室两厅 顺义区优质房源,两室两厅,159.2,293.22,31层/共16层,2015年,1007,2026-02-09 21:48:37,4613,电梯房,https://example.com/house/11284
海淀区,海淀区61号院8号楼9单元11室,三室一厅 海淀区优质房源,三室两厅,169.4,656.99,2层/共15层,2016年,1002,2025-06-19 21:48:37,4561,电梯房,https://example.com/house/11285
顺义区,顺义区9号院4号楼13单元41室,三室两厅 顺义区优质房源,三室一厅,133.0,1495.42,15层/共18层,1992年,1007,2025-11-17 21:48:37,4896,带车位,https://example.com/house/11286
西城区,西城区33号院15号楼7单元2室,两室两厅 西城区优质房源,两室两厅,146.0,1029.35,15层/共24层,1995年,1004,2025-10-21 21:48:37,2916,学区房,https://example.com/house/11287
朝阳区,朝阳区85号院3号楼15单元46室,两室两厅 朝阳区优质房源,两室两厅,150.1,521.45,18层/共29层,2009年,1001,2025-12-29 21:48:37,3619,学区房,https://example.com/house/11288
昌平区,昌平区5号院18号楼9单元34室,两室一厅 昌平区优质房源,一室一厅,140.9,660.93,17层/共29层,2009年,1006,2025-05-15 21:48:37,4244,精装修,https://example.com/house/11289
西城区,西城区69号院13号楼14单元81室,三室两厅 西城区优质房源,三室一厅,91.2,653.27,32层/共25层,2018年,1004,2025-05-04 21:48:37,3877,近地铁,https://example.com/house/11290
丰台区,丰台区18号院13号楼10单元78室,四室两厅 丰台区优质房源,一室一厅,196.0,486.56,12层/共23层,2004年,1003,2025-09-30 21:48:37,4412,电梯房,https://example.com/house/11291
西城区,西城区1号院14号楼5单元49室,一室一厅 西城区优质房源,两室一厅,116.3,920.53,19层/共11层,2014年,1004,2025-09-07 21:48:37,3464,电梯房,https://example.com/house/11292
顺义区,顺义区52号院28号楼12单元12室,三室一厅 顺义区优质房源,一室一厅,84.1,221.47,28层/共24层,2013年,1007,2025-05-31 21:48:37,4976,学区房,https://example.com/house/11293
昌平区,昌平区90号院23号楼3单元54室,三室一厅 昌平区优质房源,三室两厅,74.7,871.03,18层/共17层,2011年,1006,2025-03-25 21:48:37,3585,南北通透,https://example.com/house/11294
海淀区,海淀区21号院17号楼14单元6室,两室两厅 海淀区优质房源,两室一厅,102.0,1368.51,20层/共27层,1998年,1002,2025-10-01 21:48:37,4434,电梯房,https://example.com/house/11295
朝阳区,朝阳区59号院5号楼12单元57室,四室两厅 朝阳区优质房源,两室一厅,113.7,424.01,22层/共24层,2007年,1001,2025-12-13 21:48:37,1842,精装修,https://example.com/house/11296
朝阳区,朝阳区49号院27号楼1单元33室,两室两厅 朝阳区优质房源,两室两厅,177.5,344.32,1层/共29层,2019年,1001,2025-03-20 21:48:37,4693,近地铁,https://example.com/house/11297
海淀区,海淀区13号院11号楼12单元1室,一室一厅 海淀区优质房源,三室一厅,51.2,1253.97,5层/共24层,2009年,1002,2025-12-01 21:48:37,835,学区房,https://example.com/house/11298
丰台区,丰台区70号院11号楼4单元76室,三室一厅 丰台区优质房源,一室一厅,146.7,283.08,29层/共29层,1993年,1003,2026-02-21 21:48:37,4000,南北通透,https://example.com/house/11299
丰台区,丰台区93号院17号楼10单元27室,四室两厅 丰台区优质房源,四室两厅,126.5,767.36,6层/共27层,1995年,1003,2025-04-06 21:48:37,638,学区房,https://example.com/house/11300
海淀区,海淀区29号院15号楼3单元93室,四室两厅 海淀区优质房源,两室一厅,56.4,1021.41,32层/共23层,2013年,1002,2025-09-28 21:48:37,1241,近地铁,https://example.com/house/11301
东城区,东城区91号院4号楼14单元5室,两室一厅 东城区优质房源,三室两厅,150.0,785.98,4层/共29层,2004年,1005,2025-06-11 21:48:37,738,带车位,https://example.com/house/11302
朝阳区,朝阳区66号院14号楼15单元40室,三室两厅 朝阳区优质房源,三室一厅,110.3,596.17,23层/共11层,1993年,1001,2025-08-09 21:48:37,3876,带车位,https://example.com/house/11303
海淀区,海淀区63号院18号楼10单元24室,两室一厅 海淀区优质房源,三室两厅,142.2,292.99,30层/共32层,2010年,1002,2025-11-18 21:48:37,3106,电梯房,https://example.com/house/11304
西城区,西城区47号院7号楼8单元6室,两室一厅 西城区优质房源,一室一厅,142.1,767.18,18层/共17层,1993年,1004,2025-12-16 21:48:37,3474,学区房,https://example.com/house/11305
朝阳区,朝阳区1号院12号楼1单元2室,三室两厅 朝阳区优质房源,四室两厅,89.9,215.38,12层/共26层,1997年,1001,2025-12-18 21:48:37,2883,南北通透,https://example.com/house/11306
海淀区,海淀区49号院14号楼14单元9室,两室两厅 海淀区优质房源,三室一厅,167.7,996.39,21层/共27层,2001年,1002,2025-09-19 21:48:37,144,电梯房,https://example.com/house/11307
丰台区,丰台区89号院26号楼1单元88室,两室一厅 丰台区优质房源,一室一厅,59.1,879.35,12层/共13层,1995年,1003,2025-08-10 21:48:37,4454,精装修,https://example.com/house/11308
昌平区,昌平区46号院29号楼4单元80室,四室两厅 昌平区优质房源,两室一厅,177.8,1069.52,28层/共14层,2003年,1006,2025-06-21 21:48:37,2043,带车位,https://example.com/house/11309
朝阳区,朝阳区57号院13号楼4单元43室,四室两厅 朝阳区优质房源,一室一厅,131.9,1345.34,20层/共33层,1995年,1001,2025-06-07 21:48:37,3603,电梯房,https://example.com/house/11310
顺义区,顺义区27号院16号楼1单元84室,两室两厅 顺义区优质房源,四室两厅,196.0,1312.57,14层/共20层,2006年,1007,2025-11-05 21:48:37,1277,带车位,https://example.com/house/11311
西城区,西城区24号院22号楼9单元52室,三室两厅 西城区优质房源,两室两厅,146.4,704.29,13层/共14层,2003年,1004,2025-04-13 21:48:37,3182,带车位,https://example.com/house/11312
西城区,西城区73号院18号楼5单元69室,四室两厅 西城区优质房源,三室两厅,131.1,1085.47,3层/共20层,1990年,1004,2026-01-21 21:48:37,309,电梯房,https://example.com/house/11313
朝阳区,朝阳区36号院26号楼16单元95室,四室两厅 朝阳区优质房源,两室两厅,101.6,280.87,7层/共31层,1994年,1001,2025-04-27 21:48:37,2017,精装修,https://example.com/house/11314
海淀区,海淀区82号院16号楼6单元18室,三室两厅 海淀区优质房源,三室一厅,166.8,212.9,29层/共13层,2003年,1002,2025-12-09 21:48:37,521,精装修,https://example.com/house/11315
